Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Canonical smiles,MinAbsEStateIndex,qed,MaxAbsPartialCharge,FpDensityMorgan1,BCUT2D_MRHI,BalabanJ,Chi3n,Ipc,Kappa3,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA5,SMR_VSA6,SlogP_VSA10,SlogP_VSA11,SlogP_VSA3,SlogP_VSA4,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState4,VSA_EState5,VSA_EState8,VSA_EState9,NOCount,NumAliphaticHeterocycles,NumAromaticRings,NumHDonors,MolLogP,fr_Ar_N,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_methoxy,fr_nitro,fr_para_hydroxylation,fr_unbrch_alkane
Fenitrothion,-3.845,1,277.238,0,1,5,70.83000000000001,-4.04,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.0282271982867223,0.4679544030127159,0.4241224514170116,1.3529411764705883,8.07279853027408,2.989649487124908,2.029380561816783,4608.979533559734,3.472275419065506,5.749511833283905,0.0,0.0,5.687386274683562,6.718607232363179,0.0,0.0,0.0,37.65626973135232,4.923311048817671,6.923737199690624,14.219595082555069,5.687386274683562,5.749511833283905,20.85435041206228,17.038055468456196,5.687386274683562,11.3129633249809,0.0,6.923737199690624,0.0,0.0,15.286862402368357,0.5155013857394817,0.3890123456790126,-1.1791013951877047,2.782787540942303,6,0,1,0,2.7993200000000007,0,0,0,1,0,0,0,0,0,1,0,0
Sorbitol,0.647,1,182.172,6,0,5,121.38,1.09,OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO,0.7258182161753588,0.2612626527203185,0.393579134968567,0.6666666666666666,4.792562123799775,3.9851644508585786,1.5124781619578975,358.753229562491,3.015404674173516,24.41586555099321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,24.41586555099321,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4516364323507176,0.0,6,0,0,6,-3.5854000000000004,0,0,0,0,0,0,0,0,0,0,0,0
"1,1,2-Trichloroethane",-1.961,1,133.405,0,0,1,0.0,-1.48,ClCC(Cl)Cl,ClCC(Cl)Cl,0.3086419753086422,0.4802575484987366,0.1237717114758799,1.4,6.469236242002997,2.5395388613593908,0.1166423687039608,9.65148445440323,4.87,4.836269690250055,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,5.880003444970339,4.836269690250055,5.880003444970339,0.0,0.0,0.0,0.0,0.0,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,0.3086419753086422,0.0,0.0,0,0,0,0,2.0289,0,0,0,0,0,0,3,0,0,0,0,0
Pyrolan,-3.141,1,245.282,0,2,2,47.36000000000001,-2.09,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,0.4142592592592593,0.8148193006883605,0.415543532282129,1.2777777777777777,5.692832520466175,2.346473820907022,2.356641524296381,14534.056174132558,2.5050425693523337,0.0,0.0,5.879988336435371,0.0,6.093240070938415,9.476340119217006,5.098681808301038,0.0,20.16171103381599,11.381314269532025,6.923737199690624,14.09534396535438,4.794537184071822,5.879988336435371,0.0,6.923737199690624,0.0,5.879988336435371,11.381314269532025,24.843513968961176,37.255572541998674,5.098681808301038,6.877510393046108,1.645893801965231,0.4142592592592593,1.8536073318216173,3.27463529856387,5,0,2,0,2.24112,2,0,1,1,0,1,0,0,0,0,1,0
o-Hydroxybenzamide,-1.942,1,137.13799999999998,2,1,1,63.32000000000001,-1.82,NC(=O)c1ccccc1O,NC(=O)c1ccccc1O,0.0740740740740737,0.5912712208356958,0.5071219157350979,1.4,5.948526943916282,3.1529414466808685,1.1695090573361997,182.2382192735223,1.0748936229840518,5.749511833283905,0.0,0.0,5.907179729351506,0.0,0.0,0.0,0.0,0.0,5.563451491696996,0.0,0.0,0.0,5.749511833283905,0.0,0.0,11.3129633249809,0.0,0.0,12.13273413692322,0.0,0.0,0.0,5.0707407407407405,-0.6869444444444439,0.0,0.0,3,0,1,2,0.4911,0,0,1,0,0,0,0,0,0,0,1,0
o-Nitrotoluene,-2.589,1,137.138,0,1,1,43.14,-2.33,Cc1ccccc1N(=O)=O,Cc1ccccc1[N+](=O)[O-],0.1828703703703704,0.4379118656914492,0.271791321288604,1.4,5.376497496512294,3.1529414466808685,1.312150503623306,182.2382192735223,1.1271362188713587,0.0,0.0,0.0,5.687386274683562,0.0,0.0,0.0,0.0,11.629818560158606,4.923311048817671,6.923737199690624,0.0,5.687386274683562,0.0,0.0,17.038055468456196,10.610697323501231,5.563451491696996,0.0,25.12283840507545,0.0,0.0,0.0,0.8842592592592595,0.0,1.7203703703703703,0.0,3,0,1,0,1.90322,0,0,0,1,0,0,0,0,0,1,1,0
"5,5-Diisopropylbarbital",-1.942,1,212.249,2,1,2,75.27000000000001,-2.766,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,0.1614814814814815,0.6598004970396438,0.3276324522286933,0.8666666666666667,6.190282671914268,3.214800417998229,3.026930817884145,1329.9874715369062,1.5150228923572002,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,4.794537184071822,0.0,0.0,0.0,0.0,27.694948798762496,0.0,4.794537184071822,0.0,9.589074368143644,17.250802561719567,11.835812092322788,0.0,0.0,27.694948798762496,0.0,10.633577208012662,0.0,-1.1449305555555551,-1.320648148148148,7.202207105064248,0.0,5,1,0,2,0.6507999999999999,0,0,4,0,0,0,0,0,0,0,0,0
2-Ethyltoluene,-3.2960000000000003,1,120.19499999999996,0,1,1,0.0,-3.21,CCc1ccccc1C,CCc1ccccc1C,1.1455092592592593,0.5339790665494062,0.0619848467160967,1.2222222222222223,5.244766684697955,3.0065240073265844,1.642156173443989,130.6510250886763,1.3174550052099938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,0.0,0.0,6.4208216229260096,0.0,0.0,38.112942673227685,0.0,2.8587962962962967,0.0,4.3344907407407405,0.0,0,0,1,0,2.5574200000000005,0,0,0,2,0,0,0,0,0,0,0,0
1-Chloroheptane,-3.003,1,134.65,0,0,5,0.0,-4.0,CCCCCCCCl,CCCCCCCCl,0.8370181405895692,0.4003124879458218,0.1267169696445374,1.0,6.173403481033927,2.53006045688352,1.2371840115494857,61.4996122651069,6.289999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.880003444970339,0.0,39.02784531432067,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,5.880003444970339,0.0,0.0,6.923737199690624,0.0,0.0,0.8370181405895692,2.2229124149659865,0.0,0,0,0,0,3.1956000000000016,0,0,0,0,0,0,1,0,0,0,0,3
Barbital,-1.265,1,184.195,2,1,2,75.27000000000001,-2.4,O=C1NC(=O)NC(=O)C1(CC)CC,CCC1(CC)C(=O)NC(=O)NC1=O,0.3972685185185183,0.6000294014636102,0.327631866616471,1.0,6.185839500577583,3.0073639750208327,2.530521524222532,688.5085336862576,1.298668956980418,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,4.794537184071822,0.0,0.0,0.0,0.0,26.689117645233267,0.0,4.794537184071822,0.0,9.589074368143644,5.41499046939678,0.0,12.84164324585202,0.0,13.847474399381248,0.0,10.633577208012662,0.0,-1.061597222222222,-0.9884259259259252,3.4969368858654573,0.0,5,1,0,2,0.1587999999999999,0,0,4,0,0,0,0,0,0,0,0,0
Bibenzyl ,-4.301,2,182.266,0,2,3,0.0,-4.62,C(Cc1ccccc1)c2ccccc2,c1ccc(CCc2ccccc2)cc1,1.1298148148148148,0.6814602021498523,0.0622487359876918,0.5,5.192775004418758,1.957475895987532,2.3879995933446034,2714.3052865680856,2.4617954580094508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,0.0,0.0,12.84164324585202,0.0,0.0,0.0,12.84164324585202,0.0,0.0,60.6636706846161,0.0,2.826579743008315,0.0,0.0,0.0,0,0,2,0,3.4718000000000018,0,0,0,2,0,0,0,0,0,0,0,0
"1,1,2,2-Tetrachloroethane",-2.549,1,167.85,0,0,1,0.0,-1.74,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,0.6728395061728392,0.5273116875747288,0.1373436125313979,0.6666666666666666,6.563502330506942,2.993497243478473,0.1904761904761904,13.609640474436812,3.353798449612404,9.67253938050011,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,9.67253938050011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.5938,0,0,0,0,0,0,4,0,0,0,0,0
RTI 23,-4.228,1,283.331,1,3,2,54.46,-5.153,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,0.1355862622826904,0.919702184321861,0.4966744376742703,1.380952380952381,6.11916412452795,2.2842209953458767,3.656453610966421,76944.52690809146,2.105198112970613,11.567374611118932,0.0,0.0,5.907179729351506,0.0,4.9839785209472085,0.0,0.0,18.80796704598726,24.04802158234165,13.847474399381248,23.87125228204692,17.192635327202154,5.749511833283905,0.0,6.923737199690624,5.907179729351506,17.9260706754446,22.687735874348025,25.43937524981383,30.880118267154945,10.30076712495354,5.349778202947846,3.2487712585034023,1.2970370370370377,4.698725434618292,1.6378289556563366,5,1,2,1,3.122320000000001,1,0,1,1,0,1,0,0,1,0,0,0
2-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.84,Cc1ccc2c(ccc3ccccc32)c1,Cc1ccc2c(ccc3ccccc32)c1,1.3137528344671203,0.4656830848993306,0.0616289927107556,0.6666666666666666,6.069548536602904,2.5458785187157504,2.900480433139067,4771.329780324742,1.298346533052511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,61.52104081584511,0.0,1.3173899281934998,0.0,2.1335619803476944,0.0,0,0,3,0,4.301420000000003,0,0,0,1,0,0,0,0,0,0,0,0
dibutylphthalate,-4.378,1,278.348,0,1,8,52.60000000000001,-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,CCCCOC(=O)c1ccccc1C(=O)OCCCC,0.2686125283446712,0.5382823793200492,0.4620783967394106,0.85,6.026113618839692,2.7123913375014235,2.8289865989409635,29244.90307293612,5.034776863662885,0.0,0.0,0.0,0.0,11.9386105759037,9.589074368143644,0.0,0.0,0.0,24.340666912419827,39.53076089108528,13.213763929025836,0.0,0.0,9.473725907600098,0.0,11.126902983393991,13.213763929025836,25.68328649170404,24.26546827384644,13.847474399381248,0.0,10.27647833207357,0.5372250566893424,-0.9416823612160904,4.780613031939344,0.0,4,0,1,0,3.600400000000003,0,0,0,0,2,2,0,0,0,0,0,2
tetrachloroguaiacol,-4.299,1,261.919,1,1,1,29.46,-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,0.0061419753086424,0.6114068962724579,0.5031513036231219,0.9230769230769232,6.524786850197788,3.563757676047911,1.404574043560684,701.8677369106731,1.7678263672950296,10.045266627482652,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.155064168760187,0.0,7.109797541277533,0.0,11.49902366656781,0.0,0.0,31.58955692153312,0.0,0.0,0.0,0.0,0.0,4.782932098765432,0.0,-0.3012654320987644,0.0,1.3348173343411438,2,0,1,1,4.014400000000001,0,0,0,0,0,1,4,0,1,0,0,0
Dimecron,-2.426,1,299.6909999999999,0,0,8,65.07000000000001,0.523,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,0.0115334467120189,0.508454419308821,0.4740462421151277,1.2777777777777777,7.479749134230889,4.441294810976577,2.1973736858501285,6387.7523669836655,5.5014872085806354,5.032286352113597,0.0,0.0,5.907179729351506,7.822697123132171,4.565048284931329,0.0,0.0,27.30910789438021,6.606881964512918,13.847474399381248,33.915989858893134,0.0,0.0,22.930826954138603,0.0,17.54634804597802,13.08951281182515,0.0,4.899909730850478,13.847474399381248,9.047494323423637,25.5141654069035,0.0,-0.2963586545729395,4.701189277665798,-1.1232817442820748,6,0,0,0,2.3950000000000005,0,0,1,0,0,0,1,0,0,0,0,0
Equilin,-3.555,1,268.356,1,4,0,37.3,-5.282,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,0.100440562799194,0.7277739364016139,0.5079558292226948,1.3,5.87641667791609,1.774238222952189,5.882900231006596,62569.18896407333,1.4788916842205588,11.532756779648844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,0.0,44.94575136048208,0.0,0.0,5.749511833283905,11.21535880699783,11.332896515558172,5.41499046939678,23.368568871971632,32.10410811463005,6.06636706846161,6.06636706846161,19.066124374986117,0.0,4.034897683610481,1.758956535546317,2.1769827622406988,0.0,2,0,1,1,3.7375000000000025,0,2,0,0,0,0,0,1,0,0,0,0
p-Nitroanisole,-2.522,1,153.13699999999997,0,1,2,52.37,-2.41,COc1ccc(cc1)N(=O)=O,COc1ccc([N+](=O)[O-])cc1,0.0748148148148151,0.4786228959968398,0.4967597347520019,1.3636363636363635,5.352672219386863,2.9138015626758045,1.2832415791877656,335.4793897870248,1.6689819002348796,5.749511833283905,0.0,0.0,5.687386274683562,0.0,0.0,0.0,0.0,12.13273413692322,12.033108590095203,0.0,7.109797541277533,5.687386274683562,5.749511833283905,0.0,10.114318268765572,5.687386274683562,5.749511833283905,0.0,12.13273413692322,0.0,0.0,4.826309523809524,0.0748148148148151,0.6209259259259261,0.0,1.5150462962962965,4,0,1,0,1.6033999999999995,0,0,0,0,0,1,0,0,1,1,0,0
1-Chlorohexane,-2.648,1,120.623,0,0,4,0.0,-3.12,CCCCCCCl,CCCCCCCl,0.8333333333333335,0.3954804553285623,0.1267169696500071,1.1428571428571428,6.173401492957374,2.447472887876344,0.9871840115494857,35.509609925153406,6.290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.880003444970339,0.0,32.60702369139466,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,5.880003444970339,0.0,0.0,6.923737199690624,0.0,0.0,0.8333333333333335,2.202610544217687,0.0,0,0,0,0,2.805500000000001,0,0,0,0,0,0,1,0,0,0,0,2
"2,2',3,3',4,4',5,5'-PCB",-8.468,1,429.77200000000016,0,2,1,0.0,-9.16,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0.1195323129251706,0.3143277454606898,0.0826304789061448,0.4,6.544397803510042,2.826348678606057,2.4954179962713168,23257.84884986424,2.953511058082786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,40.18106650993061,0.0,0.0,0.0,0.0,0.0,0.0,40.18106650993061,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.9102469135802478,0.0,0.0,0.0,0,0,2,0,8.580799999999998,0,0,0,0,0,0,8,0,0,0,0,0
hexacosane,-9.702,1,366.7180000000002,0,0,23,0.0,-8.334,CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCC,1.3742,0.1576690191819601,0.0653823832227926,0.1923076923076923,4.50881518377556,2.94691201256248,5.957106781186547,521768.5623476359,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.94719334960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,4.605723403591001,0.0,0,0,0,0,10.388599999999991,0,0,0,0,0,0,0,0,0,0,0,21
RTI 5,-3.471,1,253.30499999999995,0,3,1,36.44,-3.324,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,CCN1c2ccccc2N(C)C(=O)c2cccnc21,0.021759259259259,0.7837644827503578,0.3241697367667551,1.105263157894737,6.12441427390296,2.314459898588003,3.427503612648858,32999.605907523764,1.6782012787896072,5.817862777835028,0.0,0.0,5.907179729351506,0.0,4.9839785209472085,0.0,0.0,19.78927196020284,16.93822404106412,6.923737199690624,23.392247850290723,17.192635327202154,0.0,0.0,0.0,5.907179729351506,5.563451491696996,23.737391733114727,24.210792353602358,30.33183534230805,16.80762545148831,0.0,2.5636111111111117,0.7067592592592598,2.82657029478458,1.802685185185185,4,1,2,0,2.829600000000001,1,0,1,0,0,0,0,0,0,0,2,0
Sulfanilamide,-0.954,1,172.20899999999995,2,1,1,86.18,-1.34,Nc1ccc(cc1)S(N)(=O)=O,Nc1ccc(S(N)(=O)=O)cc1,0.0756481481481483,0.5805509816764027,0.3987277210995827,1.0909090909090908,7.887590777174503,3.2015159310664942,1.2086325525620767,230.73472009676777,1.923970074233451,0.0,0.0,10.023291153407584,0.0,0.0,13.556770721936878,0.0,0.0,5.687386274683562,4.895483475517775,4.895483475517775,5.733667477162185,5.687386274683562,0.0,10.023291153407584,0.0,4.895483475517775,5.687386274683562,0.0,0.0,0.0,0.0,21.36226379440665,5.845791761148904,0.0,0.0,-3.575138888888888,4,0,1,2,-0.0838,0,0,0,0,0,0,0,0,0,0,0,0
Isopropalin,-5.306,1,309.36600000000004,0,1,8,89.51999999999998,-6.49,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0.0164349227345261,0.5285682767991541,0.3603650201735717,1.0,5.760074513381066,3.6210484465888126,3.4553460450135245,48332.93109470108,3.929239665665008,0.0,5.687386274683562,0.0,11.374772549367124,0.0,0.0,0.0,0.0,25.22224694874837,9.846622097635342,46.4544980907759,17.98942254267563,17.062158824050687,0.0,0.0,20.228636537531145,22.98006487021208,18.652964303522147,12.84164324585202,4.899909730850478,27.694948798762496,0.0,0.0,0.3729601284958437,-0.0164349227345261,8.717600676072898,0.0,7,0,1,0,4.252800000000004,0,0,0,0,0,0,0,0,0,2,0,0
Lindane,-4.009,1,290.832,0,1,0,0.0,-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0.4367283950617284,0.5976039421761683,0.1196637872634997,0.3333333333333333,6.4474638509306335,2.7602520756252087,1.825252513324923,416.3143647971509,2.0438996745290456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,32.26252720923436,32.26252720923436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.644400000000001,0,0,0,0,0,0,6,0,0,0,0,0
Isofenphos,-4.538,1,345.4010000000002,1,1,8,56.790000000000006,-4.194,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.1038529069035014,0.5697527703476013,0.4592759195350231,1.2727272727272727,8.086788740667574,3.0495345127413174,2.3836133669563404,42100.365413053005,6.048272534848685,11.3129633249809,0.0,0.0,0.0,12.611703828186428,9.881832247148974,0.0,0.0,6.041840829147961,12.71084835226122,46.764493215349376,6.606881964512918,0.0,5.749511833283905,21.067466204150517,0.0,12.145807216896262,17.919845289493818,0.0,38.11294267322769,20.771211599071872,5.0872950630771525,16.71001527462837,0.343226095993953,-0.0636307949105565,7.07317056143445,0.0,5,0,1,1,3.8896000000000033,0,0,0,0,1,1,0,0,0,0,1,0
"1,2,3-Trichlorobenzene",-4.008,1,181.449,0,1,0,0.0,-4.0,Clc1cccc(Cl)c1Cl,Clc1cccc(Cl)c1Cl,0.4174382716049387,0.5361021552744022,0.0826555679210312,0.8888888888888888,6.474147843777256,3.2478347337367026,0.9044711161625654,109.737515096202,1.5113363246814933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.067899941223978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.067899941223978,0.0,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,3.6468000000000007,0,0,0,0,0,0,3,0,0,0,0,0
Tetrachloromethane,-2.607,1,153.823,0,0,0,0.0,-2.31,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,1.6111111111111107,0.4697955363527546,0.2656852112875352,0.8,6.831492563030869,3.0237157840738176,0.0,3.6096404744368114,38.29198573127231,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6111111111111107,0.0,0.0,0.0,0.0,0,0,0,0,2.5529,0,0,0,0,0,0,4,0,0,0,0,0
"3,4-Dichloronitrobenzene",-3.448,1,192.001,0,1,1,43.14,-3.2,O=N(=O)c1cc(Cl)c(Cl)cc1,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,0.0561111111111105,0.5065691418971878,0.2705217811246272,1.2727272727272727,6.416188954889599,3.1515496683060507,1.114002776437801,271.8125711057006,1.817283950617284,0.0,0.0,0.0,5.687386274683562,0.0,0.0,0.0,0.0,12.13273413692322,14.968577676300324,0.0,0.0,5.687386274683562,0.0,0.0,10.114318268765572,10.710019588424888,5.022633313741326,0.0,0.0,0.0,0.0,0.0,-0.0561111111111105,0.0,0.0,0.0,3,0,1,0,2.901600000000001,0,0,0,0,0,0,2,0,0,1,0,0
Cyclooctanol,-2.14,1,128.215,1,1,0,20.23,-1.29,OC1CCCCCCC1,OC1CCCCCCC1,0.0187962962962957,0.5293341043334668,0.3931313824680339,0.7777777777777778,4.595465881963068,2.124788507254725,2.074695470674887,117.97782152134036,2.850275963290916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103966387748303,51.04971774823038,0.0,0.0,0.0,0.0,0.0,6.103966387748303,0.0,12.84164324585202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2.0916,0,0,0,0,0,0,0,0,0,0,0,0
17a-Methyltestosterone,-4.073,1,302.4580000000001,1,4,0,37.3,-3.999,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,0.1073715435248172,0.7253305311285855,0.3896027937584239,1.0,5.912375440073342,1.696800171923318,8.524124613416495,111571.74296364248,1.7355442328204815,0.0,5.783244946364939,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.601050810983688,77.73883539346365,0.0,0.0,0.0,4.794537184071822,28.583699077277743,10.82998093879356,11.701150992526332,43.939920206952834,0.0,6.076020106833881,20.771211599071872,0.0,1.3229091999454103,2.503034808830939,6.846529999715425,0.0,2,0,0,1,4.269300000000005,0,1,0,0,0,0,0,1,0,0,0,0
Dulcin,-2.167,1,180.207,2,1,3,64.35,-2.17,CCOc1ccc(NC(N)=O)cc1,CCOc1ccc(NC(N)=O)cc1,0.565592692323843,0.7411654495143486,0.4938874337286278,1.4615384615384617,5.87241016081278,2.635972640607562,1.4328578974992043,831.1135117830083,3.0248891562770948,5.749511833283905,0.0,0.0,0.0,6.031114512338072,4.794537184071822,0.0,0.0,5.687386274683562,6.606881964512918,6.923737199690624,11.923670568519247,10.481923458755384,5.749511833283905,0.0,0.0,0.0,12.29426823919648,5.749511833283905,24.26546827384644,6.923737199690624,5.316788604006331,5.221859410430839,5.60282635739481,0.7754818594104311,2.5398462039136644,0.0,4,0,1,2,1.5759,0,0,2,0,0,1,0,0,0,0,0,0
"trans-1,4-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.47,C/C1CCC(\C)CC1,CC1CCC(C)CC1,1.0196296296296294,0.4517552971114903,0.0625093764618009,0.75,4.651602947054432,2.1923771580194718,2.3045304526403108,70.79892376087899,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108529,0.0,0.0,0.0,0.0,11.835812092322788,0.0,0.0,11.835812092322788,0.0,0.0,13.847474399381248,0.0,0.0,2.039259259259259,4.733888888888889,0.0,0,0,0,0,2.832600000000001,0,0,0,0,0,0,0,0,0,0,0,0
"1,7-phenantroline",-2.994,2,180.21,0,3,0,25.78,-2.68,c1cnc2c(c1)ccc3ncccc23,c1cnc2c(c1)ccc1ncccc12,0.9987962962962964,0.4969799703454515,0.2561835822673856,0.7857142857142857,6.027642420527132,2.610318687415942,2.353335093485165,3408.8077627956786,0.9729204896447567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.166135572155746,11.033401435232523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.805849864162116,6.196843571613076,24.395944776997904,28.167058247279247,0.0,2.0248148148148157,0.0,0.0,0.0,2,0,3,0,2.7830000000000004,2,0,0,0,0,0,0,0,0,0,0,0
Methyl t-butyl ether ,-0.984,1,88.14999999999999,0,0,0,9.23,-0.24,COC(C)(C)C,COC(C)(C)C,0.0416666666666665,0.4349873803799564,0.3791035972502146,1.1666666666666667,4.546678721394422,3.168489872670569,0.6123724356957946,12.16479703638053,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,5.601050810983688,26.37226241005556,7.109797541277533,0.0,0.0,4.736862953800049,0.0,5.601050810983688,0.0,0.0,7.109797541277533,20.771211599071872,0.0,4.9375,0.0416666666666665,0.0,6.0625,1.7083333333333333,1,0,0,0,1.4313,0,0,0,0,0,1,0,0,1,0,0,0
Anethole,-3.254,1,148.20499999999998,0,1,2,9.23,-3.13,COc1ccc(C=CC)cc1,CC=Cc1ccc(OC)cc1,0.901160241874528,0.6262155548658499,0.496767824217075,1.181818181818182,5.495036866032774,2.8240417350315044,1.474918716136305,380.17580046477946,2.114270889670092,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,6.923737199690624,7.109797541277533,0.0,5.749511833283905,0.0,0.0,0.0,0.0,5.749511833283905,7.109797541277533,37.26522558037095,6.076020106833881,5.023216411564626,1.2021296296296298,0.901160241874528,2.0041985544217686,1.6712962962962965,1,0,1,0,2.728300000000001,0,1,0,0,0,1,0,0,1,0,0,0
